Counter,Row,ColumnCounter,Video,Filename,"What is the start time of the commercial? (Remember to pause the video at the black frame right before the commercial starts, and then click on Share and click the ""start at"" button before copying and pasting the URL here)","What is the END time of the commercial? (Remember to pause the video at the black frame right after the commercial ends, and then click on Share and click the ""start at"" button before copying and pasting the URL here)",Who is the ad's sponsor (or the company who makes the product in the ad)?,"What is the product being advertised, if any?",Is the Commercial Particularly Interesting/Weird/Cool?,Blank,Date,Sponsor--Product,StartTime,EndTime,Time,Interesting,Formula
76,1,451,https://youtu.be/Hh0PsOJW2j4,1989 08 04 0000 US NA024556 V3 VHS24 MB2 H24 JM,,,,,,1,1989 08 04,--,#VALUE!,#VALUE!,#VALUE!,,
77,1,457,https://youtu.be/Hh0PsOJW2j4,1989 08 04 0000 US NA024556 V3 VHS24 MB2 H24 JM,,,,,,1,1989 08 04,--,#VALUE!,#VALUE!,#VALUE!,,
1,2,1,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=810,https://youtu.be/WzpkQoST7_E?t=840,Howard's,Box Televisions,Yes,0,1989 08 04,Howard's--Box Televisions,810,840,30,Int,"ffmpeg -ss 809 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Howard's--Box Televisions_Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_810s"".mp4"
2,2,7,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=840,https://youtu.be/WzpkQoST7_E?t=870,Banner Carpets,Carpet,No,0,1989 08 04,Banner Carpets--Carpet,840,870,30,,"ffmpeg -ss 839 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Banner Carpets--Carpet__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_840s"".mp4"
3,2,13,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=870,https://youtu.be/WzpkQoST7_E?t=900,Southern California Chrysler-Plymouth Dealers,Cars,Yes,0,1989 08 04,Southern California Chrysler-Plymouth Dealers--Cars,870,900,30,Int,"ffmpeg -ss 869 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Southern California Chrysler-Plymouth Dealers--Cars_Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_870s"".mp4"
4,2,19,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=900,https://youtu.be/WzpkQoST7_E?t=915,Carnation ,BonBons ,No,0,1989 08 04,Carnation --BonBons ,900,915,15,,"ffmpeg -ss 899 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 18 ""Carnation --BonBons __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_900s"".mp4"
5,2,25,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=915,https://youtu.be/WzpkQoST7_E?t=945,Universal Studios Hollywood,Amusement Park ,Yes,0,1989 08 04,Universal Studios Hollywood--Amusement Park ,915,945,30,Int,"ffmpeg -ss 914 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Universal Studios Hollywood--Amusement Park _Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_915s"".mp4"
6,2,31,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=1280,https://youtu.be/WzpkQoST7_E?t=1310,Colton Piano and Organ Supermarts,Pianos and Organs ,No,0,1989 08 04,Colton Piano and Organ Supermarts--Pianos and Organs ,1280,1310,30,,"ffmpeg -ss 1279 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Colton Piano and Organ Supermarts--Pianos and Organs __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_1280s"".mp4"
7,2,37,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=1310,https://youtu.be/WzpkQoST7_E?t=1340,Pete Ellis Dodge Jeep-Eagle,Cars,No,0,1989 08 04,Pete Ellis Dodge Jeep-Eagle--Cars,1310,1340,30,,"ffmpeg -ss 1309 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Pete Ellis Dodge Jeep-Eagle--Cars__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_1310s"".mp4"
8,2,43,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=1340,https://youtu.be/WzpkQoST7_E?t=1370,Adee Plumbing and Heating ,Plumbing and Heating ,Yes,0,1989 08 04,Adee Plumbing and Heating --Plumbing and Heating ,1340,1370,30,Int,"ffmpeg -ss 1339 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Adee Plumbing and Heating --Plumbing and Heating _Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_1340s"".mp4"
9,2,49,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=1370,https://youtu.be/WzpkQoST7_E?t=1401,Strouds,Cotton products,No,0,1989 08 04,Strouds--Cotton products,1370,1401,31,,"ffmpeg -ss 1369 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 34 ""Strouds--Cotton products__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_1370s"".mp4"
10,2,55,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=1401,https://youtu.be/WzpkQoST7_E?t=1431,C & R Express Tailoring ,Suit alterations,No,0,1989 08 04,C & R Express Tailoring --Suit alterations,1401,1431,30,,"ffmpeg -ss 1400 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""C & R Express Tailoring --Suit alterations__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_1401s"".mp4"
11,2,61,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=1761,https://youtu.be/WzpkQoST7_E?t=1793,7 Eleven ,"Soda, mainly coke products ",No,0,1989 08 04,"7 Eleven --Soda, mainly coke products ",1761,1793,32,,"ffmpeg -ss 1760 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 35 ""7 Eleven --Soda, mainly coke products __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_1761s"".mp4"
12,2,67,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=1793,https://youtu.be/WzpkQoST7_E?t=1822,Sizzler,Triple Shrimp Combo ,No,0,1989 08 04,Sizzler--Triple Shrimp Combo ,1793,1822,29,,"ffmpeg -ss 1792 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 32 ""Sizzler--Triple Shrimp Combo __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_1793s"".mp4"
13,2,73,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=1852,https://youtu.be/WzpkQoST7_E?t=1862,Paul's TV,Televisions,No,0,1989 08 04,Paul's TV--Televisions,1852,1862,10,,"ffmpeg -ss 1851 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 13 ""Paul's TV--Televisions__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_1852s"".mp4"
14,2,79,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=1862,https://youtu.be/WzpkQoST7_E?t=1893,Glendale Federal Bank ,Not applicable ,No,0,1989 08 04,Glendale Federal Bank --Not applicable ,1862,1893,31,,"ffmpeg -ss 1861 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 34 ""Glendale Federal Bank --Not applicable __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_1862s"".mp4"
15,2,85,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2168,https://youtu.be/WzpkQoST7_E?t=2200,Lamp's Plus ,Lamps ,Yes,0,1989 08 04,Lamp's Plus --Lamps ,2168,2200,32,Int,"ffmpeg -ss 2167 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 35 ""Lamp's Plus --Lamps _Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2168s"".mp4"
16,2,91,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2200,https://youtu.be/WzpkQoST7_E?t=2230,Clothestime,Not Applicable,No,0,1989 08 04,Clothestime--Not Applicable,2200,2230,30,,"ffmpeg -ss 2199 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Clothestime--Not Applicable__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2200s"".mp4"
17,2,97,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2230,https://youtu.be/WzpkQoST7_E?t=2260,Savon,Not applicable ,No,0,1989 08 04,Savon--Not applicable ,2230,2260,30,,"ffmpeg -ss 2229 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Savon--Not applicable __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2230s"".mp4"
18,2,103,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2260,https://youtu.be/WzpkQoST7_E?t=2270,Glendale Federal,Home remodeling convention ,No,0,1989 08 04,Glendale Federal--Home remodeling convention ,2260,2270,10,,"ffmpeg -ss 2259 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 13 ""Glendale Federal--Home remodeling convention __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2260s"".mp4"
19,2,109,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2280,https://youtu.be/WzpkQoST7_E?t=2310,Toyota Trucks ,Trucks ,Yes,0,1989 08 04,Toyota Trucks --Trucks ,2280,2310,30,Int,"ffmpeg -ss 2279 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Toyota Trucks --Trucks _Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2280s"".mp4"
20,2,115,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2590,https://youtu.be/WzpkQoST7_E?t=2620,Foothill Nissan ,Cars,Yes,0,1989 08 04,Foothill Nissan --Cars,2590,2620,30,Int,"ffmpeg -ss 2589 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Foothill Nissan --Cars_Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2590s"".mp4"
21,2,121,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2620,https://youtu.be/WzpkQoST7_E?t=2650,El Torito ,Fajitas Fie sta with a free Baja combo,No,0,1989 08 04,El Torito --Fajitas Fie sta with a free Baja combo,2620,2650,30,,"ffmpeg -ss 2619 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""El Torito --Fajitas Fie sta with a free Baja combo__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2620s"".mp4"
22,2,127,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2650,https://youtu.be/WzpkQoST7_E?t=2680,Home Depot ,Birthday catalogue,No,0,1989 08 04,Home Depot --Birthday catalogue,2650,2680,30,,"ffmpeg -ss 2649 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Home Depot --Birthday catalogue__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2650s"".mp4"
23,2,133,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2680,https://youtu.be/WzpkQoST7_E?t=2711,May Company ,Sale on products ,No,0,1989 08 04,May Company --Sale on products ,2680,2711,31,,"ffmpeg -ss 2679 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 34 ""May Company --Sale on products __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2680s"".mp4"
24,2,139,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=2711,https://youtu.be/WzpkQoST7_E?t=2740,Circuit City ,VCRs,Yes,0,1989 08 04,Circuit City --VCRs,2711,2740,29,Int,"ffmpeg -ss 2710 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 32 ""Circuit City --VCRs_Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_2711s"".mp4"
25,2,145,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3025,https://youtu.be/WzpkQoST7_E?t=3058,Strouds ,Cotton Products ,No,0,1989 08 04,Strouds --Cotton Products ,3025,3058,33,,"ffmpeg -ss 3024 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 36 ""Strouds --Cotton Products __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3025s"".mp4"
26,2,151,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3058,https://youtu.be/WzpkQoST7_E?t=3088,Colton Piano and Organ Supermarts,Piano and organs sale,No,0,1989 08 04,Colton Piano and Organ Supermarts--Piano and organs sale,3058,3088,30,,"ffmpeg -ss 3057 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Colton Piano and Organ Supermarts--Piano and organs sale__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3058s"".mp4"
27,2,157,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3088,https://youtu.be/WzpkQoST7_E?t=3118,Ortho ,Mattresses ,No,0,1989 08 04,Ortho --Mattresses ,3088,3118,30,,"ffmpeg -ss 3087 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Ortho --Mattresses __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3088s"".mp4"
28,2,163,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3118,https://youtu.be/WzpkQoST7_E?t=3178,Los Angeles Times,Newspapers ,No,0,1989 08 04,Los Angeles Times--Newspapers ,3118,3178,60,,"ffmpeg -ss 3117 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 63 ""Los Angeles Times--Newspapers __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3118s"".mp4"
29,2,169,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3400,https://youtu.be/WzpkQoST7_E?t=3432,Foothill Nissan ,Not applicable ,No,0,1989 08 04,Foothill Nissan --Not applicable ,3400,3432,32,,"ffmpeg -ss 3399 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 35 ""Foothill Nissan --Not applicable __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3400s"".mp4"
30,2,175,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3432,https://youtu.be/WzpkQoST7_E?t=3461,Sparklett's ,Bottled Water ,Yes,0,1989 08 04,Sparklett's --Bottled Water ,3432,3461,29,Int,"ffmpeg -ss 3431 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 32 ""Sparklett's --Bottled Water _Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3432s"".mp4"
31,2,181,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3461,https://youtu.be/WzpkQoST7_E?t=3491,C & R ,Not applicable ,No,0,1989 08 04,C & R --Not applicable ,3461,3491,30,,"ffmpeg -ss 3460 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""C & R --Not applicable __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3461s"".mp4"
32,2,187,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3491,https://youtu.be/WzpkQoST7_E?t=3521,Waterbed Gallery,Not applicable,No,0,1989 08 04,Waterbed Gallery--Not applicable,3491,3521,30,,"ffmpeg -ss 3490 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Waterbed Gallery--Not applicable__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3491s"".mp4"
33,2,193,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3521,https://youtu.be/WzpkQoST7_E?t=3531,L.A. Zoo ,Adventure Island ,Yes,0,1989 08 04,L.A. Zoo --Adventure Island ,3521,3531,10,Int,"ffmpeg -ss 3520 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 13 ""L.A. Zoo --Adventure Island _Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3521s"".mp4"
34,2,199,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=3532,https://youtu.be/WzpkQoST7_E?t=3542,Give Five ,Not applicable ,No,0,1989 08 04,Give Five --Not applicable ,3532,3542,10,,"ffmpeg -ss 3531 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 13 ""Give Five --Not applicable __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_3532s"".mp4"
35,2,205,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4165,https://youtu.be/WzpkQoST7_E?t=4195,Motrin IB ,Not applicable ,No,0,1989 08 04,Motrin IB --Not applicable ,4165,4195,30,,"ffmpeg -ss 4164 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Motrin IB --Not applicable __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4165s"".mp4"
36,2,211,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4195,https://youtu.be/WzpkQoST7_E?t=4210,Kelloggs ,Nutri Grain Raisan Bran ,No,0,1989 08 04,Kelloggs --Nutri Grain Raisan Bran ,4195,4210,15,,"ffmpeg -ss 4194 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 18 ""Kelloggs --Nutri Grain Raisan Bran __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4195s"".mp4"
37,2,217,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4210,https://youtu.be/WzpkQoST7_E?t=4226,Anbesol ,N/A,No,0,1989 08 04,Anbesol --N/A,4210,4226,16,,"ffmpeg -ss 4209 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 19 ""Anbesol --N/A__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4210s"".mp4"
38,2,223,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4226 ,https://youtu.be/WzpkQoST7_E?t=4256,Scope ,Mouthwash ,No,0,1989 08 04,Scope --Mouthwash ,4226 ,4256,30,,"ffmpeg -ss 4225 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Scope --Mouthwash __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4226 s"".mp4"
39,2,229,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4435,https://youtu.be/WzpkQoST7_E?t=4465,AARP,N/A,No,0,1989 08 04,AARP--N/A,4435,4465,30,,"ffmpeg -ss 4434 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""AARP--N/A__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4435s"".mp4"
40,2,235,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4465 ,https://youtu.be/WzpkQoST7_E?t=4495,Kraft,Miracle Whip ,No,0,1989 08 04,Kraft--Miracle Whip ,4465 ,4495,30,,"ffmpeg -ss 4464 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Kraft--Miracle Whip __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4465 s"".mp4"
41,2,241,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4495 ,https://youtu.be/WzpkQoST7_E?t=4526,Dreyer's ,Grand Light Ice Cream ,No,0,1989 08 04,Dreyer's --Grand Light Ice Cream ,4495 ,4526,31,,"ffmpeg -ss 4494 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 34 ""Dreyer's --Grand Light Ice Cream __ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4495 s"".mp4"
42,2,247,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4770,https://youtu.be/WzpkQoST7_E?t=4800,Bufferin,Aspirin,No,0,1989 08 04,Bufferin--Aspirin,4770,4800,30,,"ffmpeg -ss 4769 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 33 ""Bufferin--Aspirin__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4770s"".mp4"
43,2,253,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4802,https://youtu.be/WzpkQoST7_E?t=4831,AARP ,,Yes,0,1989 08 04,AARP --,4802,4831,29,Int,"ffmpeg -ss 4801 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 32 ""AARP --_Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4802s"".mp4"
44,2,259,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4831,https://youtu.be/WzpkQoST7_E?t=4845,Tums,Tums E-X,No,0,1989 08 04,Tums--Tums E-X,4831,4845,14,,"ffmpeg -ss 4830 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 17 ""Tums--Tums E-X__ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4831s"".mp4"
45,2,265,https://youtu.be/WzpkQoST7_E,1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM,https://youtu.be/WzpkQoST7_E?t=4845,https://youtu.be/WzpkQoST7_E?t=4860,Subaru,Subaru Justy ,Yes,0,1989 08 04,Subaru--Subaru Justy ,4845,4860,15,Int,"ffmpeg -ss 4844 -i ""1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM"".mp4 -c copy -t 18 ""Subaru--Subaru Justy _Int_ zz_1989 08 04_1989 08 04 0000 US NA024558 V5 VHS40 MB16 H35 JM_4845s"".mp4"
